,date,personnel_ac,personnel_daily,aircraft,helicopter,tank,APC,field artillery,MRL,drone,naval ship,special equipment
515,2023-8-22,258340,410 ,315,316,4362,8476,5295,721,4312,18,797
516,2023-8-23,258820,480 ,315,316,4373,8488,5318,722,4324,18,800
517,2023-8-24,259160,340 ,315,316,4375,8511,5333,723,4344,18,801
518,2023-8-25,259630,470 ,315,316,4378,8521,5361,724,4356,18,802
519,2023-8-26,260270,640 ,315,316,4390,8539,5379,726,4367,18,804
520,2023-8-27,260820,550 ,315,316,4396,8554,5403,728,4378,18,808
521,2023-8-28,261310,490 ,315,316,4400,8562,5425,730,4383,18,809
522,2023-8-29,261840,530 ,315,316,4414,8579,5450,733,4387,18,820
523,2023-8-30,262410,570 ,315,316,4423,8596,5476,733,4395,18,825
524,2023-8-31,263020,610 ,315,316,4436,8604,5507,734,4417,18,830
525,2023-9-1,263490,470 ,315,316,4459,8613,5530,735,4421,18,831
526,2023-9-2,264060,570 ,315,316,4471,8637,5560,736,4433,18,835
527,2023-9-3,264660,600 ,315,316,4476,8649,5582,739,4444,18,841
528,2023-9-4,265120,460 ,315,316,4480,8663,5611,741,4481,19,847
529,2023-9-5,265680,560 ,315,316,4489,8670,5649,747,4512,19,851
530,2023-9-6,266290,610 ,315,316,4497,8682,5685,748,4519,19,852
531,2023-9-7,266900,610 ,315,316,4506,8703,5722,753,4541,19,859
532,2023-9-8,267540,640 ,315,316,4529,8726,5753,754,4570,19,860
533,2023-9-9,268140,600 ,315,316,4544,8739,5789,757,4588,19,870
534,2023-9-10,268630,490 ,315,316,4554,8755,5811,760,4593,19,872
535,2023-9-11,269210,580 ,315,316,4560,8767,5839,760,4628,19,877
536,2023-9-12,269760,550 ,315,316,4568,8778,5872,764,4645,19,881
537,2023-9-13,270350,590 ,315,316,4584,8792,5902,766,4650,19,884
538,2023-9-14,270970,620 ,315,316,4599,8810,5944,769,4697,20,889
539,2023-9-15,271440,470 ,315,316,4612,8814,5972,774,4714,20,889
540,2023-9-16,271790,350 ,315,316,4616,8824,5988,774,4738,20,891
541,2023-9-17,272320,530 ,315,316,4620,8828,6003,776,4742,20,896
542,2023-9-18,272940,620 ,315,316,4623,8834,6027,776,4769,20,901
543,2023-9-19,273460,520 ,315,316,4628,8851,6062,778,4784,20,903
544,2023-9-20,273980,520 ,315,316,4635,8868,6096,779,4821,20,906
545,2023-9-21,274470,490 ,315,316,4638,8883,6137,781,4850,20,911
546,2023-9-22,274950,480 ,315,316,4644,8891,6177,785,4858,20,912
547,2023-9-23,275460,510 ,315,316,4655,8912,6210,789,4867,20,912
548,2023-9-24,275850,390 ,315,316,4662,8914,6233,789,4888,20,914
549,2023-9-25,276270,420 ,315,316,4667,8927,6260,791,4895,20,918
550,2023-9-26,276670,400 ,315,316,4672,8946,6299,792,4924,20,925
551,2023-9-27,276990,320 ,315,316,4675,8950,6337,792,4948,20,927
552,2023-9-28,277320,330 ,315,316,4679,8962,6375,793,4957,20,929
553,2023-9-29,277660,340 ,315,316,4687,8972,6409,794,4991,20,930
554,2023-9-30,278130,470 ,315,316,4691,8984,6447,796,5006,20,932
555,2023-10-1,278570,440 ,316,316,4702,8991,6477,798,5043,20,933
556,2023-10-2,279080,510 ,316,316,4712,9000,6525,801,5061,20,938
557,2023-10-3,279440,360 ,315,316,4732,9008,6565,801,5080,20,943
558,2023-10-4,279890,450 ,315,316,4745,9026,6612,802,5121,20,946
559,2023-10-5,280470,580 ,315,316,4757,9052,6643,804,5129,20,948
560,2023-10-6,281090,620 ,315,316,4777,9082,6666,806,5158,20,951
561,2023-10-7,281700,610 ,315,316,4800,9102,6688,808,5185,20,956
562,2023-10-8,282280,580 ,315,316,4821,9123,6705,808,5190,20,959
563,2023-10-9,282630,350 ,315,316,4823,9126,6706,808,5190,20,959
564,2023-10-10,283080,450 ,315,316,4829,9129,6713,808,5207,20,961
565,2023-10-11,283900,820 ,316,316,4863,9220,6731,809,5226,20,965
566,2023-10-12,284890,990 ,316,316,4905,9264,6763,811,5247,20,966
567,2023-10-13,285920,1030 ,316,316,4931,9313,6807,811,5264,20,967
568,2023-10-14,286890,970 ,317,316,4940,9337,6833,811,5265,20,971
569,2023-10-15,287770,880 ,317,316,4948,9362,6866,813,5269,20,976
570,2023-10-16,288630,860 ,318,317,4965,9385,6910,814,5280,20,981
571,2023-10-17,289430,800 ,318,317,4979,9405,6936,814,5291,20,982
572,2023-10-18,290050,620 ,319,323,4981,9420,6944,814,5301,20,982
573,2023-10-19,290680,630 ,320,324,4992,9437,6983,818,5318,20,985
574,2023-10-20,292060,1380 ,320,324,5047,9557,7012,822,5326,20,985
575,2023-10-21,292850,790 ,320,324,5063,9612,7017,822,5330,20,990
576,2023-10-22,293830,980 ,320,324,5081,9631,7032,825,5339,20,991
577,2023-10-23,294700,870 ,320,324,5093,9653,7057,825,5345,20,998
578,2023-10-24,295510,810 ,320,324,5105,9669,7081,828,5363,20,1006
579,2023-10-25,296310,800 ,320,324,5112,9697,7125,833,5372,20,1007
580,2023-10-26,297120,810 ,320,324,5141,9715,7155,834,5389,20,1010
581,2023-10-27,297680,560 ,320,324,5145,9726,7162,834,5390,20,1011
582,2023-10-28,298420,740 ,320,324,5167,9749,7180,834,5399,20,1011
583,2023-10-29,299080,660 ,320,324,5175,9758,7188,834,5399,20,1012
584,2023-10-30,299940,860 ,321,324,5190,9775,7202,834,5419,20,1014
585,2023-10-31,300810,870 ,321,324,5211,9804,7227,844,5440,20,1016
586,2023-11-1,301490,680 ,321,324,5223,9834,7250,846,5468,20,1019
587,2023-11-2,302420,930 ,322,324,5241,9877,7292,850,5488,20,1032
588,2023-11-3,303270,850 ,322,324,5265,9901,7328,854,5495,20,1034
589,2023-11-4,304100,830 ,322,324,5276,9939,7363,861,5534,20,1038
590,2023-11-5,305090,990 ,322,324,5284,9953,7375,867,5534,20,1047
591,2023-11-6,305970,880 ,322,324,5288,9958,7389,867,5554,20,1047
592,2023-11-7,306860,890 ,322,324,5293,9974,7410,869,5557,20,1049
593,2023-11-8,307640,780 ,322,324,5301,9996,7439,872,5567,20,1054
594,2023-11-9,308720,1080 ,322,324,5316,10014,7475,875,5593,20,1059
595,2023-11-10,309520,800 ,322,324,5317,10017,7489,877,5595,20,1060
596,2023-11-11,310650,1130 ,322,324,5342,10041,7527,879,5620,22,1069
597,2023-11-12,311750,1100 ,322,324,5349,10073,7559,881,5632,22,1078
598,2023-11-13,312550,800 ,322,324,5354,10079,7569,881,5634,22,1079
599,2023-11-14,313470,920 ,322,324,5362,10086,7589,882,5649,22,1081
600,2023-11-15,314290,820 ,323,324,5377,10104,7647,884,5675,22,1083
601,2023-11-16,315620,1330 ,323,324,5388,10121,7683,892,5689,22,1084
602,2023-11-17,316760,1140 ,323,324,5415,10132,7712,895,5709,22,1086
603,2023-11-18,317380,620 ,323,324,5422,10141,7726,896,5726,22,1090
604,2023-11-19,318570,1190 ,323,324,5435,10166,7744,898,5755,22,1096
605,2023-11-20,319210,640 ,323,324,5439,10168,7748,899,5764,22,1097
606,2023-11-21,319820,610 ,323,324,5439,10174,7752,899,5771,22,1098
607,2023-11-22,320670,850 ,323,324,5446,10188,7769,899,5784,22,1105
608,2023-11-23,321800,1130 ,323,324,5466,10224,7802,902,5799,22,1107
609,2023-11-24,322900,1100 ,323,324,5496,10256,7833,904,5800,22,1108
610,2023-11-25,323760,860 ,323,324,5502,10263,7851,905,5808,22,1112
611,2023-11-26,324830,1070 ,323,324,5513,10279,7874,907,5901,22,1113
612,2023-11-27,325580,750 ,323,324,5520,10282,7875,907,5905,22,1113
613,2023-11-28,326440,860 ,323,324,5523,10285,7876,907,5905,22,1113
614,2023-11-29,327580,1140 ,323,324,5538,10312,7908,910,5944,22,1121
615,2023-11-30,328760,1180 ,323,324,5551,10340,7909,910,5954,22,1124
616,2023-12-1,330040,1280 ,323,324,5564,10372,7931,912,5976,22,1137
617,2023-12-2,331110,1070 ,323,324,5571,10385,7941,913,5994,22,1138
618,2023-12-3,332040,930 ,323,324,5575,10396,7949,913,5995,22,1140
619,2023-12-4,332810,770 ,323,324,5580,10401,7961,913,6017,22,1141
620,2023-12-5,333840,1030 ,323,324,5587,10416,7987,913,6032,22,1148
621,2023-12-6,335110,1270 ,324,324,5600,10456,8024,919,6083,22,1153
622,2023-12-7,336230,1120 ,324,324,5618,10482,8045,919,6116,22,1156
623,2023-12-8,337220,990 ,324,324,5626,10508,8057,919,6136,22,1159
624,2023-12-9,338120,900 ,324,324,5632,10519,8058,919,6136,22,1159
625,2023-12-10,338820,700 ,324,324,5636,10529,8064,919,6136,22,1162
626,2023-12-11,339850,1030 ,324,324,5655,10560,8070,919,6154,22,1168
627,2023-12-12,340650,800 ,324,324,5664,10579,8073,919,6163,22,1170
628,2023-12-13,341500,850 ,324,324,5682,10594,8076,919,6173,22,1176
629,2023-12-14,342800,1300 ,324,324,5692,10616,8088,920,6206,22,1185
630,2023-12-15,343890,1090 ,324,324,5706,10654,8099,920,6226,22,1189
631,2023-12-16,344820,930 ,324,324,5720,10667,8100,920,6238,22,1190
632,2023-12-17,346070,1250 ,324,324,5739,10692,8137,923,6278,22,1194
633,2023-12-18,347160,1090 ,324,324,5783,10752,8175,926,6290,22,1198
634,2023-12-19,348300,1140 ,324,324,5798,10771,8190,926,6299,22,1200
635,2023-12-20,349190,890 ,324,324,5814,10794,8206,928,6316,22,1203
636,2023-12-21,350270,1080 ,324,324,5828,10825,8226,932,6342,22,1208
637,2023-12-22,351350,1080 ,324,324,5837,10843,8250,932,6365,22,1217
638,2023-12-23,352390,1040 ,327,324,5854,10871,8286,932,6384,22,1223
639,2023-12-24,353190,800 ,327,324,5858,10888,8314,932,6404,22,1229
640,2023-12-25,353950,760 ,329,324,5877,10919,8347,934,6436,22,1234
641,2023-12-26,354960,1010 ,329,324,5899,10956,8366,934,6458,23,1239
642,2023-12-27,355750,790 ,329,324,5913,10973,8376,934,6471,23,1240
643,2023-12-28,356670,920 ,329,324,5940,11015,8391,935,6503,23,1247
644,2023-12-29,357520,850 ,329,324,5953,11033,8417,938,6539,23,1254
645,2023-12-30,358270,750 ,329,324,5969,11053,8434,939,6554,23,1260
646,2023-12-31,359230,960 ,329,324,5977,11070,8464,943,6591,23,1268
647,2024-1-1,360010,780 ,329,324,5983,11087,8482,943,6657,23,1277
648,2024-1-2,360820,810 ,329,324,5990,11100,8531,945,6710,23,1284
649,2024-1-3,361500,680 ,329,324,5990,11107,8546,945,6748,23,1298
650,2024-1-4,362280,780 ,329,324,6002,11128,8574,947,6753,23,1304
651,2024-1-5,363070,790 ,329,324,6011,11142,8604,949,6771,23,1313
652,2024-1-6,363870,800 ,329,324,6018,11158,8617,950,6787,23,1317
653,2024-1-7,364730,860 ,329,324,6022,11180,8653,951,6811,23,1327
654,2024-1-8,365170,440 ,329,324,6031,11194,8666,953,6822,23,1328
655,2024-1-9,365990,820 ,329,324,6036,11203,8672,954,6823,23,1333
656,2024-1-10,366790,800 ,329,324,6038,11216,8684,956,6834,23,1336
657,2024-1-11,367620,830 ,329,324,6050,11238,8699,957,6834,23,1337
658,2024-1-12,368460,840 ,329,324,6060,11254,8710,957,6836,23,1339
659,2024-1-13,369160,700 ,329,324,6065,11269,8728,957,6848,23,1345
660,2024-1-14,370000,840 ,329,324,6075,11302,8747,957,6861,23,1353
661,2024-1-15,370980,980 ,329,324,6089,11322,8771,958,6865,23,1356
662,2024-1-16,372090,1110 ,331,324,6113,11358,8801,961,6877,23,1365
663,2024-1-17,372820,730 ,331,324,6126,11372,8811,964,6884,23,1367
664,2024-1-18,373600,780 ,331,324,6147,11410,8835,966,6925,23,1380
665,2024-1-19,374520,920 ,331,324,6167,11445,8854,966,6929,23,1384
666,2024-1-20,375270,750 ,331,324,6171,11455,8868,967,6934,23,1389
667,2024-1-21,376030,760 ,331,324,6181,11466,8875,968,6936,23,1392
668,2024-1-22,376860,830 ,331,324,6192,11489,8896,968,6961,23,1397
669,2024-1-23,377820,960 ,331,324,6214,11548,8947,970,6961,23,1409
670,2024-1-24,378660,840 ,331,324,6227,11579,9008,971,6998,23,1416
671,2024-1-25,379610,950 ,331,324,6257,11621,9067,972,7033,23,1420
672,2024-1-26,380600,990 ,331,324,6265,11637,9082,972,7033,23,1425
673,2024-1-27,381370,770 ,331,324,6271,11652,9085,972,7037,23,1433
674,2024-1-28,382110,740 ,331,324,6280,11671,9097,972,7041,23,1436
675,2024-1-29,383180,1070 ,331,324,6290,11696,9113,972,7049,23,1443
676,2024-1-30,384140,960 ,332,324,6300,11725,9144,972,7084,23,1448
677,2024-1-31,385230,1090 ,332,324,6310,11757,9195,974,7100,23,1452
678,2024-2-1,386230,1000 ,332,324,6322,11773,9228,976,7136,23,1462
679,2024-2-2,387060,830 ,332,324,6331,11792,9274,978,7146,24,1470
680,2024-2-3,387940,880 ,332,324,6341,11805,9300,979,7161,24,1473
681,2024-2-4,388750,810 ,332,324,6343,11818,9331,979,7173,24,1479
682,2024-2-5,389560,810 ,332,324,6348,11822,9349,979,7173,24,1486
683,2024-2-6,390580,1020 ,332,324,6365,11857,9367,979,7173,24,1496
684,2024-2-7,391470,890 ,332,324,6372,11879,9387,980,7177,24,1497
685,2024-2-8,392380,910 ,332,325,6383,11899,9411,980,7191,24,1505
686,2024-2-9,393290,910 ,332,325,6385,11921,9435,981,7209,24,1509
687,2024-2-10,394270,980 ,332,325,6394,11942,9459,981,7235,24,1512
688,2024-2-11,395200,930 ,332,325,6406,11956,9475,981,7257,24,1513
689,2024-2-12,395990,790 ,332,325,6416,11977,9481,981,7302,24,1514
690,2024-2-13,397080,1090 ,332,325,6424,12004,9500,981,7332,24,1518
691,2024-2-14,398140,1060 ,332,325,6433,12043,9566,984,7371,24,1523
692,2024-2-15,399090,950 ,332,325,6442,12090,9620,984,7404,25,1524
693,2024-2-16,400300,1210 ,332,325,6465,12129,9641,984,7408,25,1528
694,2024-2-17,401350,1050 ,332,325,6476,12145,9669,984,7413,25,1533
695,2024-2-18,402430,1080 ,335,325,6487,12198,9709,984,7449,25,1540
696,2024-2-19,403720,1290 ,336,325,6498,12232,9733,986,7460,25,1545
697,2024-2-20,404950,1230 ,338,325,6503,12268,9773,988,7521,25,1551
698,2024-2-21,406080,1130 ,338,325,6516,12338,9826,992,7560,25,1558
699,2024-2-22,407240,1160 ,339,325,6523,12373,9867,997,7596,25,1566
700,2024-2-23,408240,1000 ,339,325,6526,12410,9916,999,7628,25,1575
701,2024-2-24,409010,770 ,340,325,6534,12425,9952,999,7659,25,1576
702,2024-2-25,409820,810 ,340,325,6542,12441,9981,999,7681,25,1578
703,2024-2-26,410700,880 ,340,325,6555,12478,9993,1000,7707,25,1580
704,2024-2-27,411550,850 ,340,325,6556,12494,10009,1000,7729,25,1588
705,2024-2-28,412610,1060 ,342,325,6570,12508,10029,1000,7753,25,1594
706,2024-2-29,413760,1150 ,342,325,6593,12552,10070,1000,7768,25,1601
707,2024-3-1,414680,920 ,345,325,6610,12582,10106,1000,7794,25,1611
708,2024-3-2,415640,960 ,346,325,6624,12611,10153,1003,7829,25,1617
709,2024-3-3,416800,1160 ,347,325,6640,12639,10188,1003,7843,25,1620
710,2024-3-4,417950,1150 ,347,325,6648,12660,10210,1004,7845,25,1621
711,2024-3-5,419020,1070 ,347,325,6657,12688,10258,1007,7863,25,1630
712,2024-3-6,420270,1250 ,347,325,6678,12728,10308,1008,7921,26,1642
713,2024-3-7,421430,1160 ,347,325,6695,12779,10350,1009,7963,26,1647
714,2024-3-8,422310,880 ,347,325,6706,12798,10375,1011,7998,26,1656
715,2024-3-9,423160,850 ,347,325,6712,12823,10428,1012,8041,26,1666
716,2024-3-10,424060,900 ,347,325,6731,12850,10466,1015,8082,26,1672
717,2024-3-11,424980,920 ,347,325,6739,12874,10499,1016,8141,26,1686
718,2024-3-12,425890,910 ,347,325,6747,12901,10522,1016,8184,26,1691
719,2024-3-13,426870,980 ,347,325,6752,12921,10554,1017,8205,26,1699
720,2024-3-14,427840,970 ,347,325,6757,12938,10565,1017,8220,26,1708
721,2024-3-15,428420,580 ,347,325,6758,12949,10580,1017,8254,26,1711
722,2024-3-16,429580,1160 ,347,325,6779,12973,10606,1017,8268,26,1712
723,2024-3-17,430740,1160 ,347,325,6790,12997,10634,1017,8272,26,1723
724,2024-3-18,431550,810 ,347,325,6809,13014,10668,1017,8308,26,1731
725,2024-3-19,432390,840 ,347,325,6819,13049,10698,1017,8318,26,1735
726,2024-3-20,433090,700 ,347,325,6828,13058,10714,1017,8355,26,1738
727,2024-3-21,433840,750 ,347,325,6832,13074,10740,1018,8365,26,1741
728,2024-3-22,434710,870 ,347,325,6840,13111,10775,1018,8388,26,1749
729,2024-3-23,435760,1050 ,347,325,6852,13130,10811,1018,8463,26,1768
730,2024-3-24,436750,990 ,347,325,6876,13158,10855,1018,8510,26,1778
731,2024-3-25,437390,640 ,347,325,6887,13183,10877,1018,8539,26,1785
732,2024-3-26,438160,770 ,347,325,6893,13207,10904,1019,8553,26,1789
733,2024-3-27,439190,1030 ,347,325,6904,13216,10931,1019,8578,26,1794
734,2024-3-28,439970,780 ,347,325,6914,13237,10963,1021,8600,26,1800
735,2024-3-29,440790,820 ,347,325,6922,13264,10991,1023,8656,26,1807
736,2024-3-30,441520,730 ,347,325,6951,13284,11006,1023,8701,26,1814
737,2024-3-31,442170,650 ,347,325,6966,13304,11050,1023,8731,26,1823
738,2024-4-1,442880,710 ,347,325,6986,13321,11082,1023,8757,26,1826
739,2024-4-2,443660,780 ,347,325,6998,13350,11112,1023,8779,26,1832
740,2024-4-3,444370,710 ,347,325,7009,13368,11142,1025,8796,26,1838
741,2024-4-4,445040,670 ,347,325,7018,13386,11171,1026,8817,26,1845
742,2024-4-5,445900,860 ,347,325,7033,13459,11221,1029,8847,26,1849
743,2024-4-6,446690,790 ,347,325,7057,13497,11262,1032,8895,26,1854
744,2024-4-7,447510,820 ,347,325,7074,13551,11316,1036,8956,26,1864
745,2024-4-8,448400,890 ,347,325,7087,13575,11356,1039,8996,26,1867
746,2024-4-9,449250,850 ,347,325,7110,13620,11386,1039,9033,26,1868
747,2024-4-10,450080,830 ,347,325,7132,13667,11404,1040,9070,26,1876
748,2024-4-11,450890,810 ,347,325,7137,13679,11452,1040,9104,26,1882
749,2024-4-12,451730,840 ,347,325,7146,13698,11486,1042,9161,26,1888
750,2024-4-13,452760,1030 ,347,325,7169,13745,11518,1045,9201,26,1893
751,2024-4-14,453650,890 ,347,325,7174,13765,11552,1046,9235,26,1905
752,2024-4-15,454420,770 ,347,325,7180,13796,11593,1046,9266,26,1908
753,2024-4-16,455340,920 ,347,325,7189,13809,11609,1046,9277,26,1908
754,2024-4-17,456050,710 ,347,325,7193,13827,11624,1046,9279,26,1910
755,2024-4-18,456960,910 ,347,325,7196,13835,11637,1046,9284,26,1915
756,2024-4-19,457830,870 ,347,325,7205,13852,11658,1046,9311,26,1915
757,2024-4-20,458580,750 ,348,325,7213,13873,11678,1046,9341,26,1918
758,2024-4-21,459530,950 ,348,325,7229,13896,11719,1046,9379,26,1926
759,2024-4-22,460260,730 ,348,325,7236,13904,11736,1046,9384,26,1934
760,2024-4-23,461060,800 ,348,325,7241,13916,11765,1046,9407,26,1936
761,2024-4-24,461940,880 ,348,325,7242,13928,11808,1048,9439,26,1944
762,2024-4-25,462980,1040 ,348,325,7255,13942,11836,1049,9449,26,1946
763,2024-4-26,463930,950 ,348,325,7262,13957,11867,1049,9461,26,1962
764,2024-4-27,465054,1124 ,348,325,7268,13971,11905,1049,9485,26,1968
765,2024-4-28,466150,1096 ,348,325,7279,13991,11948,1050,9507,26,1971
766,2024-4-29,467470,1320 ,348,325,7285,14007,11985,1051,9528,26,1974
767,2024-4-30,468720,1250 ,348,325,7307,14046,12011,1053,9531,26,1977
768,2024-5-1,469840,1120 ,348,325,7312,14067,12024,1053,9538,26,1980
769,2024-5-2,470870,1030 ,348,325,7332,14096,12044,1053,9561,26,1988
770,2024-5-3,472140,1270 ,348,325,7354,14129,12102,1053,9580,26,1993
771,2024-5-4,473400,1260 ,348,325,7366,14156,12148,1055,9611,26,2001
772,2024-5-5,474260,860 ,349,325,7375,14179,12212,1057,9636,26,2002
773,2024-5-6,475300,1040 ,349,325,7380,14213,12250,1057,9683,26,2008
774,2024-5-7,476460,1160 ,349,325,7405,14227,12287,1057,9717,26,2017
775,2024-5-8,477430,970 ,349,325,7418,14246,12317,1057,9728,26,2019
776,2024-5-9,478730,1300 ,349,325,7429,14281,12340,1058,9775,26,2027
777,2024-5-10,479710,980 ,349,325,7434,14313,12387,1062,9826,26,2031
778,2024-5-11,481030,1320 ,349,325,7449,14353,12442,1064,9868,26,2040
779,2024-5-12,482290,1260 ,350,325,7454,14375,12472,1066,9910,26,2042
780,2024-5-13,484030,1740 ,350,325,7485,14417,12487,1070,9936,26,2048
781,2024-5-14,485430,1400 ,351,325,7496,14460,12515,1070,9985,26,2054
782,2024-5-15,486940,1510 ,351,325,7510,14508,12538,1070,10015,26,2061
783,2024-5-16,488460,1520 ,351,325,7529,14538,12565,1070,10028,26,2062
784,2024-5-17,489870,1410 ,353,326,7547,14552,12603,1071,10073,26,2069
785,2024-5-18,491080,1210 ,354,326,7560,14595,12639,1071,10108,26,2075
786,2024-5-19,492290,1210 ,354,326,7576,14630,12687,1074,10155,26,2077
787,2024-5-20,493690,1400 ,354,326,7590,14665,12737,1076,10236,27,2079
788,2024-5-21,495070,1380 ,354,326,7605,14699,12779,1077,10290,27,2085
789,2024-5-22,496370,1300 ,354,326,7611,14721,12820,1077,10346,27,2090
790,2024-5-23,497700,1330 ,355,326,7622,14748,12860,1077,10391,27,2094
791,2024-5-24,498940,1240 ,356,326,7635,14775,12902,1080,10401,27,2101
792,2024-5-25,500080,1140 ,356,326,7650,14786,12929,1082,10414,27,2104
793,2024-5-26,501190,1110 ,357,326,7662,14803,12953,1083,10425,27,2111
794,2024-5-27,502340,1150 ,357,326,7671,14818,12981,1084,10467,27,2118
795,2024-5-28,503800,1460 ,357,326,7692,14858,13029,1085,10482,27,2122
796,2024-5-29,505100,1300 ,357,326,7700,14891,13066,1087,10510,27,2142
797,2024-5-30,506260,1160 ,357,326,7710,14913,13101,1088,10532,27,2153
798,2024-5-31,507650,1390 ,357,326,7728,14935,13140,1088,10587,27,2164
799,2024-6-1,508780,1130 ,357,326,7740,14947,13184,1088,10617,27,2181
800,2024-6-2,509860,1080 ,357,326,7765,14980,13233,1089,10699,27,2195
801,2024-6-3,511130,1270 ,357,326,7779,15002,13280,1090,10739,27,2199
802,2024-6-4,512420,1290 ,357,326,7794,15020,13345,1092,10766,27,2211
803,2024-6-5,513700,1280 ,357,326,7806,15036,13385,1092,10805,27,2223
804,2024-6-6,515000,1300 ,357,326,7828,15076,13433,1095,10846,27,2230
805,2024-6-7,516080,1080 ,357,326,7834,15096,13497,1095,10886,28,2238
806,2024-6-8,517290,1210 ,357,326,7843,15105,13533,1095,10945,28,2248
807,2024-6-9,518560,1270 ,357,326,7869,15131,13593,1097,10982,28,2253
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
